,offer_id_dept,offer_id_return,price
0,2a856f3205ed908b101109193ecc178a,39e839e30f5bb7c8b74ab8420e715c13,961.55
1,c7fb14b120cafa7a1991f1897eded2f2,39e839e30f5bb7c8b74ab8420e715c13,943.3299999999999
2,d6b7c4c365bef447e3cab79da3111ffb,39e839e30f5bb7c8b74ab8420e715c13,932.13
3,ddd23a106e7d7783ff930d9c2b12a0b8,39e839e30f5bb7c8b74ab8420e715c13,943.3299999999999
4,3d56d013d5a0c769068f253fe59165c5,39e839e30f5bb7c8b74ab8420e715c13,935.53
5,bc411f1e4c23ba080ed59514d9de4e2f,39e839e30f5bb7c8b74ab8420e715c13,935.53
6,714a5095ae3f54658f21659af126d1cd,39e839e30f5bb7c8b74ab8420e715c13,935.53
7,202dfd66ecae265c291e8521f8eb897b,dbf63eeb1f5845d5f159c7495cdf6316,1311.33
8,7504590cc47114144218ad6f51df862a,7fd5ff90aebc6a681d84f2c881b459f8,859.03
9,e67d694bf80747f6d647742e9cccfaee,0fdbb4b38f74785a1bc95d32a4869279,861.4300000000001
10,00ddaf57baff961f1440d58280a6e0b9,39e839e30f5bb7c8b74ab8420e715c13,932.13
11,e75d2c1b04516e7479dc89d2bc107e0e,39e839e30f5bb7c8b74ab8420e715c13,1941.23
12,498aa2a9d9fc07497e256e55d9780695,39e839e30f5bb7c8b74ab8420e715c13,943.9300000000001
13,72204c9b6388046a9d82f7c369901f23,39e839e30f5bb7c8b74ab8420e715c13,961.55
14,22d1ce75a7e9a038e85cea5ea5bd6867,39e839e30f5bb7c8b74ab8420e715c13,932.13
15,f65e244378619c6565fee723db6e517b,736482a8d9c3f8ae5b15958649eaeb7f,941.03
16,cd0febca1bcfade1908eea94174902b5,39e839e30f5bb7c8b74ab8420e715c13,943.3299999999999
17,f0cf3fa99e53a5d44321b8b00b1b6fc6,fccedf57a1e52a2c5361bd744145be4a,948.8
18,a2f6e5f34a7323dd4d70eca74a321dbb,39e839e30f5bb7c8b74ab8420e715c13,932.13
19,34aede9058792cc1ce65141cbbfe7f22,55b496530b57e10e8c3d7e16d42f78f6,941.03
20,c879cbfa30da9c53bdbb3586d0416370,39e839e30f5bb7c8b74ab8420e715c13,935.53
21,115b6c2b61d15e0ed9a816acfed66a84,39e839e30f5bb7c8b74ab8420e715c13,935.53
22,039aeca262460cae33683aa505b4f10f,39e839e30f5bb7c8b74ab8420e715c13,935.53
23,a0711b733a2c2be13a2decb0fae74e7c,75c318a0f2e8fb2783a026b5fe30960a,948.8
24,2d5ded874c30290cfe05ffcb9260874f,39e839e30f5bb7c8b74ab8420e715c13,932.13
25,b0713b5fbc7cc4eabd26ee58cb7d51da,736482a8d9c3f8ae5b15958649eaeb7f,941.03
26,b47d670d368d53080fafedf047106c82,39e839e30f5bb7c8b74ab8420e715c13,961.55
27,42b2417f1dd762a0a3eb1677896966c4,736482a8d9c3f8ae5b15958649eaeb7f,941.03
28,6999186b2eb957a1a38316cdf156b54d,8c13a7c15a2d99f6205183088c4f05ca,859.03
29,cd1d2c2cc94801b3303b26a47e34e088,39e839e30f5bb7c8b74ab8420e715c13,932.13
30,856ccc9cb4f3b29afac718c3e3fffdd2,39e839e30f5bb7c8b74ab8420e715c13,943.3299999999999
31,5de254db482d07b21fbacd2541d2a761,7fd5ff90aebc6a681d84f2c881b459f8,823.13
32,66717bd8a45ec1bebc94369cfaa0a383,39e839e30f5bb7c8b74ab8420e715c13,932.13
33,1720ec97a9dc6904d73a4dc2d8d15a7d,7fd5ff90aebc6a681d84f2c881b459f8,859.03
34,fda5ca57182b4e6aefd501d43aa8e56c,39e839e30f5bb7c8b74ab8420e715c13,932.13
35,0025d832abc6e22efd424be958cc5f38,39e839e30f5bb7c8b74ab8420e715c13,943.3299999999999
36,eee7303574d85f1264be9f13aed8bb7c,76797534f8030b437f0a807ccb90ae1e,941.03
37,2cd63c7e610a216f53811af911927056,39e839e30f5bb7c8b74ab8420e715c13,935.53
38,b4075092397d983ab98739bb54a8aaf0,8c13a7c15a2d99f6205183088c4f05ca,859.03
39,e271e6d569fa3ff2738e7729cb230adb,39e839e30f5bb7c8b74ab8420e715c13,961.55
40,201bd3b7b977a24d384cc6b69ea5094c,39e839e30f5bb7c8b74ab8420e715c13,935.53
41,85481c9c795884d20107ee72f1c91f9a,39e839e30f5bb7c8b74ab8420e715c13,936.63
42,93f5527ca54c19e6b821b7ee421ab446,39e839e30f5bb7c8b74ab8420e715c13,943.3299999999999
43,d2f755fe00120e929ca74f961c1eab68,0fdbb4b38f74785a1bc95d32a4869279,856.03
44,c5c7977135c98c32bdf24e497fee7617,39e839e30f5bb7c8b74ab8420e715c13,932.13
45,5a0065bd437d806de81cc96b9638bfb9,db9b35e7db84eaf836fe313c43984bc2,1074.63
46,cc7a5307f47af806bf84aae6afbaec9d,39e839e30f5bb7c8b74ab8420e715c13,932.13
47,752add69ebe916c89f1f6594be823392,76797534f8030b437f0a807ccb90ae1e,941.03
48,fc055c326ea6d026757fe1777d9de224,44dee49370c580d46a468a2d97f4af53,859.03
49,82412902f205c977ce442c1abec31303,39e839e30f5bb7c8b74ab8420e715c13,943.3299999999999
50,972f5a67f7725b0eb902a57df50dea3b,39e839e30f5bb7c8b74ab8420e715c13,932.13
51,a6e578a53ff84521a2b23306af933b9b,76797534f8030b437f0a807ccb90ae1e,941.03
52,04839731ddeab879a9315ed58b36b871,8cc1b309266cd48d4ba21ae4e26119b1,941.03
53,e62412b83aabfeabf1f95214aa7bdcf7,082d9c15800adb3228d5d5263920ad90,1181.63
54,0c7344d4c3544765a33a10e94c8f4048,0fdbb4b38f74785a1bc95d32a4869279,856.03
