,offer_id_dept,offer_id_return,price
0,404363fd045e4159a059547ae1c52c55,1da39cdc84ca7dde69a6225709d21884,525.3
1,82e7526e8565589bc384f91cabfa22b2,4b90a2f80d0cdf9a67f6f2629491c319,366.6
2,79cf6e748470cfa8482bf44167a31662,c498fcd4145948258689b99ae73f9e59,402.19
3,131a1735d28a87989e520f08d04de05c,1da39cdc84ca7dde69a6225709d21884,525.3
4,e0ebbbb834b73fb2f3266ab7c5f62c2b,1da39cdc84ca7dde69a6225709d21884,469.28
5,5a285979709abdda53919cce9069525f,1da39cdc84ca7dde69a6225709d21884,400.31
6,0227257e271051327da36af5c59ded38,1da39cdc84ca7dde69a6225709d21884,465.29999999999995
7,499dc237eb8dc8c6b7beddf589093dfe,1da39cdc84ca7dde69a6225709d21884,449.09999999999997
8,3a99c31c6a017bb679e9d1650f4fcbf4,4b90a2f80d0cdf9a67f6f2629491c319,466.3
9,97f7a0506b270c837d139862bea414e6,1da39cdc84ca7dde69a6225709d21884,503.59
10,f43c6eba86421cda02a6e41dd2d8229a,1da39cdc84ca7dde69a6225709d21884,529.84
11,f3add2d7c32d03d4258b71fab84d8bbd,c498fcd4145948258689b99ae73f9e59,396.60999999999996
12,9407b382ac9637a09f3b7ad283d6ae6f,1da39cdc84ca7dde69a6225709d21884,469.28
13,fe9a0dd5ac77316e471908a9388f3c7d,554f0a578a068beb0e31dcf4efc4eaf3,497.59999999999997
14,cb7a3f8905cbe775a438b5e86efd9dea,1da39cdc84ca7dde69a6225709d21884,456.59999999999997
15,bf6eee130fc58fa4c4374615523b1d8c,c498fcd4145948258689b99ae73f9e59,341.6
16,e63a3b0fce5c2c50d309bcf108183f23,1da39cdc84ca7dde69a6225709d21884,465.29999999999995
17,e505f3c794d35f8d33e533267a3d4370,1da39cdc84ca7dde69a6225709d21884,363.26
18,733e16fbb157ac8b1734a9adb5d26b3e,1da39cdc84ca7dde69a6225709d21884,715.3000000000001
19,c71390eafa35c27eda2494809dda6465,c498fcd4145948258689b99ae73f9e59,436.61
20,31c3ebe88052abff70776ffa452b741e,1da39cdc84ca7dde69a6225709d21884,396.60999999999996
21,ec4c72562a949d52f0c1d7490cbf84d7,1da39cdc84ca7dde69a6225709d21884,499.1
22,a4cefad21a43c5ea9b9a74871dbb1b88,c498fcd4145948258689b99ae73f9e59,403.69
23,10243ecc9d5f77343fa444a9ccf24fdb,1da39cdc84ca7dde69a6225709d21884,465.29999999999995
24,c8b272818973f3993cb5ab870e728b0a,c498fcd4145948258689b99ae73f9e59,520.7600000000001
25,404fd5b9415194ea6edfa485655d1e5d,c498fcd4145948258689b99ae73f9e59,353.21
26,7ca311dcdd106dff4aa578487bf4e10c,1da39cdc84ca7dde69a6225709d21884,403.69
27,62ea01c063c98d64f4a3d249acdaf996,1da39cdc84ca7dde69a6225709d21884,564.5400000000001
28,90f3e8b7350921fde1c4b67b1fe15293,1da39cdc84ca7dde69a6225709d21884,338.07000000000005
29,649ac23fd609054563bf1aeef99e02af,1da39cdc84ca7dde69a6225709d21884,491.03999999999996
30,5f8f2a7b98b557e98002fb9dca141149,1da39cdc84ca7dde69a6225709d21884,465.29999999999995
31,e3deab2117e5667f0972a6bb1d829339,c498fcd4145948258689b99ae73f9e59,464.29999999999995
32,17899d087376d2025aeed2ba802b6a42,89217bbe2bf405b22d78ede663056e89,366.6
33,69ce2ec6c70ae3922a4847ba28837822,1da39cdc84ca7dde69a6225709d21884,470.2900000000001
34,5e37edda23cf67c812ca78a821961bd0,1da39cdc84ca7dde69a6225709d21884,586.3599999999999
35,c80430967750534fb3e71e95977d0e60,1da39cdc84ca7dde69a6225709d21884,675.8999999999999
36,894da218b189b5355409cf1942046f85,1da39cdc84ca7dde69a6225709d21884,355.22999999999996
37,2e13734decb2050925bed320b269c27b,1da39cdc84ca7dde69a6225709d21884,465.29999999999995
38,441beb52aa7b4c34ef5a0e33ac952d21,4b90a2f80d0cdf9a67f6f2629491c319,366.6
39,7b90a620bc3b69d56697954832fcc66a,89217bbe2bf405b22d78ede663056e89,466.3
40,25982a721e0c5f0bd07882533238eb03,1da39cdc84ca7dde69a6225709d21884,673.7099999999999
41,68ccaadfc7c545483a441d5a51bd6329,4b90a2f80d0cdf9a67f6f2629491c319,457.6
42,26177682fb4225cca7d0f3994ed61581,1da39cdc84ca7dde69a6225709d21884,465.29999999999995
43,e2597b8ccc908cadf9251848a710d1f0,1da39cdc84ca7dde69a6225709d21884,598.47
44,eb9ab21789e2682540567aa868bd0fb4,1da39cdc84ca7dde69a6225709d21884,449.09999999999997
45,b54bbfb29613370bcedabd1bd06b3763,1da39cdc84ca7dde69a6225709d21884,353.21
46,02c8fe4213a04a53b343a86616f9a1c2,1da39cdc84ca7dde69a6225709d21884,670.3
47,31b2f7a700e23a72af560441120af535,1da39cdc84ca7dde69a6225709d21884,673.7099999999999
48,f577df8387f7579deed9c31508f3b8f1,1da39cdc84ca7dde69a6225709d21884,503.67
49,6e03eb14b5dcc2945f3ad188b5f6d226,1da39cdc84ca7dde69a6225709d21884,465.29999999999995
50,88e92191d84bd42146f95f08c62a9af7,89217bbe2bf405b22d78ede663056e89,739.95
51,ffcc691001ed5fa03a46a9a22542abd1,1da39cdc84ca7dde69a6225709d21884,448.64000000000004
52,b30c494716ed2b2117e2e9396e1b5bb8,1da39cdc84ca7dde69a6225709d21884,1129.53
53,06081adfa93a586c76cf292900d86e02,1da39cdc84ca7dde69a6225709d21884,363.26
54,72c6579e803e8eb060442defa0dc618d,554f0a578a068beb0e31dcf4efc4eaf3,366.6
55,6f1670d5b7df373aabb66fd08a3ab614,1da39cdc84ca7dde69a6225709d21884,430.91999999999996
56,1a01a262ece6487f4ca8248dc33f100a,4b90a2f80d0cdf9a67f6f2629491c319,466.3
57,9077d9c1e7035baef9bc2a8e612b4344,1da39cdc84ca7dde69a6225709d21884,351.71
58,6f7faacc69ec70172aa612c5193b1bcf,1da39cdc84ca7dde69a6225709d21884,1054.84
59,3b2de50f980a7bae1d988b8712707b3e,89217bbe2bf405b22d78ede663056e89,320.6
60,d01ce7593a13ae87f2d6a03f4adca99b,1da39cdc84ca7dde69a6225709d21884,519.2600000000001
61,a3bef89dcecfd67789af3ac1278f3508,c498fcd4145948258689b99ae73f9e59,321.43
62,b3c3d4c6efbb73be9077f22345d89cbf,c498fcd4145948258689b99ae73f9e59,619.68
