,arr_airport,arr_city,dept_airport,dept_city,duration_hrs,duration_mins,layover_hrs,layover_mins,leg_id,price,stops,total_hrs,total_mins,total_mins_final,total_time_mins,timestamp
37,BOS,Boston,SFO,San Francisco,1,30,"[1, 3, 2]","[30, 35, 43]",c80430967750534fb3e71e95977d0e60,676.0,2,6,108,360,468,1559793222.5816221
38,SFO,San Francisco,BOS,Boston,6,29,[6],[29],89217bbe2bf405b22d78ede663056e89,321.0,0,6,29,360,389,1559793222.5816221
39,BOS,Boston,SFO,San Francisco,5,38,[5],[38],3b2de50f980a7bae1d988b8712707b3e,321.0,0,5,38,300,338,1559793222.5816221
40,BOS,Boston,SFO,San Francisco,4,31,"[4, 1]","[31, 53]",10243ecc9d5f77343fa444a9ccf24fdb,466.0,1,5,84,300,384,1559793222.5816221
41,BOS,Boston,SFO,San Francisco,1,30,"[1, 5, 1]","[30, 45, 35]",b30c494716ed2b2117e2e9396e1b5bb8,1130.0,2,7,110,420,530,1559793222.5816221
42,BOS,Boston,SFO,San Francisco,5,41,"[5, 1]","[41, 25]",5a285979709abdda53919cce9069525f,401.0,1,6,66,360,426,1559793222.5816221
43,BOS,Boston,SFO,San Francisco,5,20,"[5, 1]","[20, 26]",7b90a620bc3b69d56697954832fcc66a,467.0,1,6,46,360,406,1559793222.5816221
44,BOS,Boston,SFO,San Francisco,5,47,[5],[47],68ccaadfc7c545483a441d5a51bd6329,458.0,0,5,47,300,347,1559793222.5816221
45,BOS,Boston,SFO,San Francisco,5,36,[5],[36],17899d087376d2025aeed2ba802b6a42,367.0,0,5,36,300,336,1559793222.5816221
46,SFO,San Francisco,BOS,Boston,6,38,[6],[38],554f0a578a068beb0e31dcf4efc4eaf3,367.0,0,6,38,360,398,1559793222.5816221
47,BOS,Boston,SFO,San Francisco,5,33,"[5, 1]","[33, 29]",b3c3d4c6efbb73be9077f22345d89cbf,620.0,1,6,62,360,422,1559793222.5816221
48,BOS,Boston,SFO,San Francisco,3,44,"[3, 2]","[44, 43]",404363fd045e4159a059547ae1c52c55,526.0,1,5,87,300,387,1559793222.5816221
49,BOS,Boston,SFO,San Francisco,5,54,[5],[54],cb7a3f8905cbe775a438b5e86efd9dea,457.0,0,5,54,300,354,1559793222.5816221
50,BOS,Boston,SFO,San Francisco,3,38,"[3, 2]","[38, 45]",b54bbfb29613370bcedabd1bd06b3763,354.0,1,5,83,300,383,1559793222.5816221
51,BOS,Boston,SFO,San Francisco,4,8,"[4, 2]","[8, 24]",3a99c31c6a017bb679e9d1650f4fcbf4,467.0,1,6,32,360,392,1559793222.5816221
52,BOS,Boston,SFO,San Francisco,5,36,[5],[36],06081adfa93a586c76cf292900d86e02,364.0,0,5,36,300,336,1559793222.5816221
53,BOS,Boston,SFO,San Francisco,4,40,"[4, 2]","[40, 39]",9407b382ac9637a09f3b7ad283d6ae6f,470.0,1,6,79,360,439,1559793222.5816221
54,BOS,Boston,SFO,San Francisco,2,47,"[2, 4]","[47, 3]",6f1670d5b7df373aabb66fd08a3ab614,431.0,1,6,50,360,410,1559793222.5816221
55,BOS,Boston,SFO,San Francisco,3,29,"[3, 3]","[29, 52]",31c3ebe88052abff70776ffa452b741e,397.0,1,6,81,360,441,1559793222.5816221
56,BOS,Boston,SFO,San Francisco,1,44,"[1, 5]","[44, 34]",7ca311dcdd106dff4aa578487bf4e10c,404.0,1,6,78,360,438,1559793222.5816221
57,BOS,Boston,SFO,San Francisco,3,42,"[3, 2]","[42, 52]",90f3e8b7350921fde1c4b67b1fe15293,339.0,1,5,94,300,394,1559793222.5816221
58,BOS,Boston,SFO,San Francisco,4,9,"[4, 2]","[9, 21]",25982a721e0c5f0bd07882533238eb03,674.0,1,6,30,360,390,1559793222.5816221
59,BOS,Boston,SFO,San Francisco,1,33,"[1, 3, 2]","[33, 35, 43]",88e92191d84bd42146f95f08c62a9af7,740.0,2,6,111,360,471,1559793222.5816221
60,BOS,Boston,SFO,San Francisco,5,55,[5],[55],62ea01c063c98d64f4a3d249acdaf996,565.0,0,5,55,300,355,1559793222.5816221
61,BOS,Boston,SFO,San Francisco,5,16,"[5, 2]","[16, 22]",9077d9c1e7035baef9bc2a8e612b4344,352.0,1,7,38,420,458,1559793222.5816221
62,BOS,Boston,SFO,San Francisco,5,16,"[5, 2]","[16, 14]",a3bef89dcecfd67789af3ac1278f3508,322.0,1,7,30,420,450,1559793222.5816221
63,BOS,Boston,SFO,San Francisco,5,22,"[5, 1]","[22, 29]",97f7a0506b270c837d139862bea414e6,504.0,1,6,51,360,411,1559793222.5816221
64,BOS,Boston,SFO,San Francisco,5,50,[5],[50],bf6eee130fc58fa4c4374615523b1d8c,342.0,0,5,50,300,350,1559793222.5816221
65,BOS,Boston,SFO,San Francisco,5,33,[5],[33],72c6579e803e8eb060442defa0dc618d,367.0,0,5,33,300,333,1559793222.5816221
66,BOS,Boston,SFO,San Francisco,5,35,"[5, 1]","[35, 17]",69ce2ec6c70ae3922a4847ba28837822,471.0,1,6,52,360,412,1559793222.5816221
67,BOS,Boston,SFO,San Francisco,4,39,"[4, 1]","[39, 52]",131a1735d28a87989e520f08d04de05c,526.0,1,5,91,300,391,1559793222.5816221
68,SFO,San Francisco,BOS,Boston,6,35,[6],[35],c498fcd4145948258689b99ae73f9e59,322.0,0,6,35,360,395,1559793222.5816221
69,BOS,Boston,SFO,San Francisco,4,31,"[4, 1]","[31, 55]",0227257e271051327da36af5c59ded38,466.0,1,5,86,300,386,1559793222.5816221
70,SFO,San Francisco,BOS,Boston,6,34,[6],[34],4b90a2f80d0cdf9a67f6f2629491c319,367.0,0,6,34,360,394,1559793222.5816221
