,arr_city,dept_city,leg_id,price,stops,total_time_mins,arr_city_coords,dept_city_coords
256,Montreal,San Francisco,eee7da79da8dbb60287e0effb862aaeb,511.0,1,370,"(45.5016889, -73.567256)","(37.7749295, -122.4194155)"
257,San Francisco,Montreal,6d6287473682c247d109f136bcf3f6e4,890.0,0,376,"(37.7749295, -122.4194155)","(45.5016889, -73.567256)"
258,Montreal,San Francisco,e35383decf564306fab7e907619c5666,491.0,2,517,"(45.5016889, -73.567256)","(37.7749295, -122.4194155)"
259,Montreal,San Francisco,64371a76db7fed8b3d0f1db204381aae,625.0,1,462,"(45.5016889, -73.567256)","(37.7749295, -122.4194155)"
260,Montreal,San Francisco,3c59b9ab48280178af9cff50b1ab5fa8,631.0,1,420,"(45.5016889, -73.567256)","(37.7749295, -122.4194155)"
261,Montreal,San Francisco,07f799e26deb3b6a99b9cf8a60e9b3c5,702.0,0,328,"(45.5016889, -73.567256)","(37.7749295, -122.4194155)"
262,Montreal,San Francisco,c5a1e161ef3b6c2af8b92e91e6f14584,507.0,1,443,"(45.5016889, -73.567256)","(37.7749295, -122.4194155)"
263,Montreal,San Francisco,46ee19c3fcfefdf4b76ebb76ab203609,659.0,0,328,"(45.5016889, -73.567256)","(37.7749295, -122.4194155)"
264,Montreal,San Francisco,56a7fd15951427f94cfde2d5d3e99d29,511.0,1,371,"(45.5016889, -73.567256)","(37.7749295, -122.4194155)"
265,Montreal,San Francisco,500bd6cb4dda921d67e0ea88b6b9686e,1207.0,1,420,"(45.5016889, -73.567256)","(37.7749295, -122.4194155)"
266,Montreal,San Francisco,9ac054718f737d2735d47bdca1fbdb23,890.0,1,429,"(45.5016889, -73.567256)","(37.7749295, -122.4194155)"
267,San Francisco,Montreal,e623ebb9edf29f957b3f39e2e2dc43d2,661.0,1,424,"(37.7749295, -122.4194155)","(45.5016889, -73.567256)"
268,Montreal,San Francisco,0926112402916d9148ada2836f6c8258,661.0,1,385,"(45.5016889, -73.567256)","(37.7749295, -122.4194155)"
269,Montreal,San Francisco,94a9e5985ea509043de1cf1e8d5947ad,773.0,1,421,"(45.5016889, -73.567256)","(37.7749295, -122.4194155)"
270,San Francisco,Montreal,580d91093bb93833ae182bf8dc8c0313,491.0,1,467,"(37.7749295, -122.4194155)","(45.5016889, -73.567256)"
