,arr_airport,arr_city,dept_airport,dept_city,duration_hrs,duration_mins,layover_hrs,layover_mins,leg_id,price,stops,total_hrs,total_mins,total_mins_final,total_time_mins,timestamp
55,GIG,Rio de Janeiro,SFO,San Francisco,4,0,"[4, 10]","[0, 10]",ffd83617229caf74e16542920687002e,1319.0,1,14,10,840,850,1559792913.891712
56,GIG,Rio de Janeiro,SFO,San Francisco,1,40,"[1, 5, 8]","[40, 20, 25]",85b098584d4ed5a1c6cc9595ea177527,1776.0,2,14,85,840,925,1559792913.891712
57,SFO,San Francisco,GIG,Rio de Janeiro,10,35,"[10, 4]","[35, 15]",8bef308e3ba2cd0bd058058abcdab259,1319.0,1,14,50,840,890,1559792913.891712
58,SFO,San Francisco,GIG,Rio de Janeiro,1,50,"[1, 7, 6]","[50, 50, 2]",69b81592d974282681ad6977e61b2c41,1201.0,2,14,102,840,942,1559792913.891712
59,GIG,Rio de Janeiro,SFO,San Francisco,5,58,"[5, 8, 1]","[58, 25, 0]",4ceb32fd9ece437ce24e6236926819b6,1784.0,2,14,83,840,923,1559792913.891712
60,GIG,Rio de Janeiro,SFO,San Francisco,5,46,"[5, 3, 6]","[46, 48, 15]",4dda59d4040c02256949da80a5577f31,1541.0,2,14,109,840,949,1559792913.891712
61,GIG,Rio de Janeiro,SFO,San Francisco,3,42,"[3, 9, 4]","[42, 30, 7]",77284aae9bdab2324569c0a1e01fb3ca,1201.0,2,16,79,960,1039,1559792913.891712
62,GIG,Rio de Janeiro,SFO,San Francisco,5,46,"[5, 8, 1]","[46, 25, 10]",54d0790f2a87b35efd6f23bec1a83431,1784.0,2,14,81,840,921,1559792913.891712
63,GIG,Rio de Janeiro,SFO,San Francisco,5,50,"[5, 8, 1]","[50, 30, 10]",e38f366372e9df4cd20e7a612dbc4c2d,1784.0,2,14,90,840,930,1559792913.891712
64,SFO,San Francisco,GIG,Rio de Janeiro,10,35,"[10, 4]","[35, 10]",80560d930840940b130e8ed04ba8d8e6,1319.0,1,14,45,840,885,1559792913.891712
65,GIG,Rio de Janeiro,SFO,San Francisco,3,46,"[3, 4, 6]","[46, 50, 15]",5baae8f18328f046f681ab23452c3a8b,1246.0,2,13,111,780,891,1559792913.891712
66,GIG,Rio de Janeiro,SFO,San Francisco,1,40,"[1, 5, 8]","[40, 11, 25]",989c31d59f42c30027a5d67bbdc8c2c8,1776.0,2,14,76,840,916,1559792913.891712
